#DataThief C:\Users\LiE\Documents\HZG\data\Fettweis&Lee2017\Fig4TMZ.png Wednesday 1-Sep-2021 2:12:33 PM
0, 59.8082
0.6025, 81.9441
1.0017, 94.9616
1.2833, 104.0735
1.6228, 95.5307
1.9746, 100.0579
2.3381, 103.2764
2.6677, 128.7217
3.0089, 151.5511
3.3482, 142.3545
3.6373, 76.3021
5.3035, 112.6764
5.6427, 102.1728
5.9841, 128.9237
6.3001, 122.3448
6.6629, 113.7986
7.027, 128.128
7.3323, 137.8904
7.6821, 107.7774
8.0097, 98.5826
8.3254, 86.7749
8.655, 112.2202
9.0057, 97.7933
9.3233, 117.3578
9.6751, 121.2316
9.9786, 101.5824
10.365, 96.3011
10.647, 108.0274
11.0328, 92.9422
11.3734, 105.3141
11.6999, 78.4722
11.9822, 96.0809
12.3443, 76.4237
